,day,depot,list_plants,list_pickups,list_dropoffs,total_jobs,total_distance,routing_sequence,worst_edge_pickup,worst_edge_distance,worst_edge_dropoff,edges,distance_uptodate
106,16746,Neuherberg,['Neuherberg'],"['11194_9000190546', '11330_9000190491', '11389_9000190156', '11413_9000190015', '11435_9000183347', '19244_9000180922', '19921_9000187704']","['9028_9000195843', '9148_9000194813', '9251_9000195045', '9292_9000195825', '9608_9000192782', '10039_9000195605', '10378_9000194009', '10564_9000196687', '11215_9000194870', '11263_9000194523', '11434_9000194612', '11557_9000195561', '19092_9000194292', '20197_9000194045', '20313_9000194726', '20457_9000195372', '20471_9000194826', '29261_9000193778']",0,0,[],,,0,0,True
107,16747,Neuherberg,['Neuherberg'],"['9019_9000182142', '9330_9000180447', '10210_9000181266', '10482_9000177664', '10915_9000187072', '11081_9000190818', '11135_9000186201', '11430_9000187599', '11451_9000179952', '11460_9000185525', '11516_9000179858', '19205_9000190193', '19211_9000167848', '19316_9000186623', '20025_9000172809', '29048_9000185655', '20032_9000179127']","['9324_9000194055', '10279_9000196756', '10730_9000194720', '10976_9000196069', '11054_9000196363', '11369_9000196145', '11412_9000196457', '11443_9000193965', '19020_9000194679', '19214_9000195368', '19318_9000194750', '19325_9000196601', '20019_9000196711', '20055_9000195476', '20073_9000194910', '20260_9000196067', '73109_9000195417', '20586_9000195550', '29262_9000196323']",0,0,[],,,0,0,True
108,16748,Neuherberg,['Neuherberg'],"['10217_9000183416', '10259_9000189436', '10739_9000191435', '10810_9000192500', '10955_9000189939', '11229_9000192307', '11365_9000187784', '11423_9000188285', '11542_9000195018', '19155_9000183228', '20321_9000181023', '29076_9000184283', '29117_9000168686', '29202_9000190688', '50101_9000179216', '19137_9000155030', '19302_9000148828']","['9149_9000198816', '10580_9000196450', '10635_9000195968', '10685_9000197219', '10737_9000196736', '11389_9000196370', '19244_9000195519', '20206_9000196571', '20564_9000197282', '20592_9000197170', '29015_9000196763', '29119_9000196665', '29125_9000198286', '29260_9000197237', '50018_9000196976', '50095_9000197263']",0,0,[],,,0,0,True
109,16749,Neuherberg,['Neuherberg'],"['9011_9000187339', '9071_9000191783', '10054_9000182141', '10193_9000179250', '10495_9000184313', '10514_9000177906', '10823_9000192401', '10971_9000191400', '11185_9000192769', '11505_9000191945', '18009_9000182580', '19021_9000186461', '20302_9000187363', '50046_9000191896']","['9019_9000197982', '9310_9000197972', '9330_9000202167', '10102_9000199355', '10159_9000197244', '10210_9000197774', '10259_9000198102', '10482_9000197611', '11239_9000198783', '11303_9000197948', '11330_9000198121', '11348_9000198849', '11430_9000197380', '11435_9000197695', '11451_9000198318', '11457_9000198471', '11460_9000198165', '11516_9000198275', '11542_9000197190', '19155_9000197890', '19211_9000197163', '19921_9000198433', '20025_9000198623', '20101_9000197344', '20331_9000197284', '29202_9000197672', '20612_9000198742', '73044_9000198228']",0,0,[],,,0,0,True
110,16750,Neuherberg,['Neuherberg'],"['10382_9000192395', '10970_9000186769', '11039_9000181165', '11195_9000183353', '11201_9000187746', '11274_9000187058', '11473_9000190301', '11569_9000166420', '19091_9000163457', '20467_9000177897', '50019_9000175994', '50067_9000189987', '50085_9000190059', '50088_9000185698', '50134_9000189180']","['10658_9000199421', '11100_9000198822', '11194_9000199361', '11229_9000199038', '11237_9000198384', '11328_9000199606', '11359_9000200533', '19170_9000199347', '20070_9000198551', '20321_9000199055', '20383_9000200641', '29076_9000199109', '50043_9000199154']",0,0,[],,,0,0,True
111,16751,Neuherberg,['Neuherberg'],"['10186_9000191436', '10301_9000193037', '10515_9000191881', '10821_9000181053', '11255_9000168037', '11277_9000188299', '11353_9000182823', '11361_9000181882', '11537_9000191167', '19066_9000190708', '19135_9000179260', '19185_9000191749', '19238_9000182306', '20055_9000195476', '20265_9000191261']","['9011_9000200524', '10011_9000200032', '11185_9000198656', '11440_9000200221', '11505_9000200344', '18002_9000199827', '19021_9000201182', '19072_9000200622', '20086_9000201105', '50058_9000200250', '11342_9000200984', '20242_9000200217', '20425_9000201207']",0,0,[],,,0,0,True
112,16752,Neuherberg,['Neuherberg'],"['9028_9000195843', '9255_9000192274', '10207_9000190413', '10844_9000188147', '11018_9000190464', '11109_9000187396', '11260_9000190361', '11363_9000175807', '11367_9000194308', '11385_9000192488', '11540_9000193336', '19159_9000191144', '19189_9000179473', '19211_9000197163', '19280_9000190543', '20183_9000189821', '50008_9000192123', '11334_9000194203']","['10041_9000201322', '10186_9000201439', '10199_9000201798', '10311_9000201291', '10514_9000200660', '10810_9000201393', '10955_9000201255', '11078_9000201819', '11135_9000201820', '11168_9000201165', '11249_9000201186', '11362_9000197926', '11423_9000201461', '18007_9000201063', '19192_9000201259', '19302_9000201142', '20213_9000200798', '20265_9000198676', '20334_9000200681', '20337_9000200953', '29043_9000200246', '50045_9000200195', '50063_9000201112', '20050_9000200558', '50101_9000201131']",0,0,[],,,0,0,True
113,16753,Neuherberg,['Neuherberg'],"['10037_9000182474', '11232_9000177563', '11263_9000194523', '11386_9000186431', '11447_9000186485', '19059_9000188376', '19128_9000186807', '19136_9000193997', '10115_9000161209', '29225_9000139015']","['9071_9000202441', '9255_9000201942', '10515_9000202598', '10561_9000202570', '10823_9000202701', '10971_9000202286', '11353_9000202054', '11538_9000200956', '11540_9000202365', '11569_9000202112', '19091_9000201925', '19205_9000199572', '19248_9000199083', '19252_9000202703', '19285_9000204048', '20176_9000202463', '20335_9000202560', '20535_9000201873', '29214_9000201714', '50037_9000200269', '50086_9000201705']",0,0,[],,,0,0,True
114,16754,Neuherberg,['Neuherberg'],"['9048_9000194038', '10635_9000195968', '10730_9000194720', '29005_9000179578', '29201_9000138978', '29234_9000182753']","['9089_9000202667', '10058_9000199484', '10192_9000205226', '10217_9000203155', '10648_9000204456', '11018_9000203436', '11039_9000202459', '11109_9000202713', '11201_9000203268', '11238_9000202530', '11260_9000202171', '11327_9000202437', '11473_9000203735', '19066_9000202777', '19151_9000203427', '19158_9000203102', '19159_9000202607', '20184_9000202606', '20302_9000202683', '20492_9000203270', '29048_9000202798', '29211_9000203560', '19173_9000202485', '50115_9000204523']",0,0,[],,,0,0,True
115,16755,Neuherberg,['Neuherberg'],"['10179_9000191165', '10279_9000196756', '10995_9000191428', '11229_9000199038', '11330_9000198121', '11444_9000193354', '11480_9000169882', '11556_9000189721', '19214_9000195368', '19267_9000192718', '20024_9000191908', '29272_9000179795', '50095_9000197263', '11110_9000192435']","['10037_9000203453', '11367_9000204793', '11558_9000204659', '19044_9000203017', '19094_9000201540', '19120_9000202711', '19135_9000203789', '19136_9000203744', '19185_9000204298', '19245_9000204850', '20187_9000204571', '29005_9000203936', '29107_9000204188', '29193_9000202424', '29212_9000203091', '50092_9000202584', '50106_9000202594']",0,0,[],,,0,0,True
116,16756,Neuherberg,['Neuherberg'],"['10039_9000195605', '10137_9000179286', '10152_9000192309', '10202_9000185861', '10515_9000202598', '10658_9000199421', '11237_9000198384', '11273_9000184409', '11427_9000191194', '11443_9000193965', '19123_9000189890', '19219_9000192684', '20551_9000186365', '29001_9000181306', '29119_9000196665', '11341_9000155322']","['10017_9000205416', '10207_9000204886', '10329_9000205774', '10635_9000203447', '11277_9000205723', '11562_9000205093', '19059_9000205481', '19238_9000202411', '19316_9000204790', '20581_9000205015', '50035_9000204471']",0,0,[],,,0,0,True
117,16757,Neuherberg,['Neuherberg'],"['9019_9000197982', '9096_9000188031', '9251_9000195045', '9255_9000201942', '10041_9000201322', '10159_9000197244', '10259_9000198102', '10580_9000196450', '10737_9000196736', '10738_9000189798', '11135_9000201820', '11227_9000175526', '11266_9000162346', '11348_9000198849', '18002_9000199827', '19021_9000201182', '19030_9000192441', '19151_9000203427', '19183_9000192975', '19192_9000201259', '19231_9000189706', '19250_9000194352']","['9048_9000205578', '9074_9000206753', '10137_9000206539', '10279_9000205884', '10915_9000205403', '11080_9000206893', '11229_9000206148', '11232_9000205721', '11263_9000207919', '11354_9000206574', '11356_9000204895', '11405_9000205741', '11428_9000206864', '11447_9000205593', '11504_9000205105', '11537_9000206744', '18009_9000205995', '19128_9000207005', '19211_9000204631', '19224_9000202525', '19280_9000200580', '20054_9000206414', '20055_9000205738', '20420_9000205246', '50087_9000206563', '29272_9000204593']",0,0,[],,,0,0,True
118,16758,Neuherberg,['Neuherberg'],"['9071_9000202441', '9148_9000194813', '10260_9000191842', '10514_9000200660', '10740_9000195662', '10796_9000176187', '10810_9000201393', '11109_9000202713', '11281_9000192397', '11360_9000193019', '11412_9000196457', '11417_9000194463', '11452_9000191571', '11505_9000200344', '11523_9000191441', '19020_9000194679', '19170_9000199347', '19310_9000167903', '20036_9000175009', '20457_9000195372', '20493_9000174991', '20558_9000176092', '29193_9000202424', '20156_9000127886', '19323_9000187674']","['9141_9000205228', '9251_9000207856', '10259_9000207775', '10272_9000208573', '10970_9000207754', '11225_9000207518', '11365_9000206851', '11427_9000205451', '19192_9000206015', '19197_9000204619', '19250_9000207935', '20129_9000206630', '20253_9000207853', '20339_9000207992', '20563_9000207237', '29117_9000196948', '29119_9000206950', '50134_9000208419', '20456_9000203169']",0,0,[],,,0,0,True
119,16759,Neuherberg,['Neuherberg'],"['4422_9000192417', '9310_9000197972', '10010_9000190689', '10167_9000180200', '10293_9000183363', '11184_9000192096', '11457_9000198471', '19072_9000200622', '19174_9000192577', '19293_9000194338', '20313_9000194726', '20387_9000179538', '20538_9000194655', '29015_9000196763', '29076_9000199109', '29216_9000190317', '50018_9000196976', '50058_9000200250', '50086_9000201705', '20425_9000201207']","['9096_9000208772', '9255_9000209067', '10041_9000208776', '10159_9000209432', '10218_9000210370', '10737_9000208623', '10739_9000207698', '10995_9000208640', '11322_9000204626', '11360_9000208944', '11523_9000208991', '19030_9000207910', '19170_9000208504', '19267_9000204447', '20093_9000207790', '20517_9000208130', '29193_9000208680', '29201_9000207777', '50032_9000208451', '20554_9000208577']",0,0,[],,,0,0,True
120,16760,Neuherberg,['Neuherberg'],"['10207_9000204886', '10338_9000193763', '10526_9000180221', '10789_9000190800', '11018_9000203436', '11185_9000198656', '11238_9000202530', '11389_9000196370', '11540_9000202365', '11551_9000189126', '18007_9000201063', '19080_9000190599', '19246_9000168473', '19921_9000198433', '20019_9000196711', '20466_9000193025', '20035_9000174775', '20612_9000198742']","['10054_9000209452', '10081_9000209671', '10134_9000208690', '10563_9000206163', '10740_9000209983', '10934_9000209174', '11109_9000210275', '11184_9000209987', '11341_9000209440', '11385_9000210076', '11433_9000209022', '19323_9000209098', '20398_9000210488', '20499_9000209670']",0,0,[],,,0,0,True
121,16761,Neuherberg,['Neuherberg'],"['10199_9000201798', '10801_9000190320', '10955_9000201255', '11359_9000200533', '11430_9000197380', '11440_9000200221', '19091_9000201925', '19239_9000185463', '19244_9000195519', '19318_9000194750', '20213_9000200798', '20488_9000179693', '29202_9000197672', '50106_9000202594', '73109_9000195417', '11342_9000200984']","['9071_9000209362', '10167_9000210032', '10260_9000211137', '10514_9000210480', '10526_9000211095', '10580_9000211042', '10789_9000211345', '11238_9000211445', '11246_9000205149', '11355_9000211260', '11417_9000210945', '11443_9000210671', '19020_9000208002', '19137_9000209472', '19246_9000210134', '19293_9000211233', '20036_9000208997']",0,0,[],,,0,0,True
122,16762,Neuherberg,['Neuherberg'],"['9053_9000193979', '9096_9000208772', '10011_9000200032', '10037_9000203453', '10279_9000205884', '10378_9000194009', '10561_9000202570', '10685_9000197219', '10915_9000205403', '11239_9000198783', '11365_9000206851', '11434_9000194612', '11538_9000200956', '11568_9000194703', '18009_9000205995', '19044_9000203017', '19192_9000206015', '19285_9000204048', '20130_9000193693', '20334_9000200681', '29203_9000185890']","['4529_9000212021', '9009_9000211406', '10293_9000212225', '10377_9000211739', '10515_9000210524', '10560_9000211685', '11185_9000211257', '11400_9000212329', '11540_9000212271', '19244_9000212178', '19921_9000207297', '20024_9000210758', '20035_9000210815', '20558_9000211948', '20612_9000212558', '29207_9000211514', '29216_9000210089', '29225_9000211540', '50024_9000211325', '50137_9000210529', '20457_9000211749', '20483_9000212930']",0,0,[],,,0,0,True
123,16763,Neuherberg,['Neuherberg'],"['9089_9000202667', '9141_9000205228', '10259_9000207775', '10272_9000208573', '10737_9000208623', '10761_9000177901', '11055_9000189550', '11078_9000201819', '11229_9000206148', '11277_9000205723', '11328_9000199606', '11360_9000208944', '11460_9000198165', '11522_9000188466', '11569_9000202112', '19205_9000199572', '20025_9000198623', '20337_9000200953', '29086_9000171363']","['8710_9000214877', '9019_9000213044', '9053_9000211297', '10039_9000214917', '10202_9000212744', '10374_9000212795', '10699_9000213608', '10810_9000213139', '11330_9000212572', '11342_9000213114', '11389_9000212784', '11412_9000213063', '11430_9000213055', '19021_9000213561', '19080_9000213303', '19183_9000212367', '19214_9000213298', '20009_9000213655', '29202_9000213318', '19150_9000207678']",0,0,[],,,0,0,True
124,16764,Neuherberg,['Neuherberg'],"['9255_9000209067', '9292_9000195825', '10017_9000205416', '10217_9000203155', '10635_9000203447', '11322_9000204626', '11327_9000202437', '11428_9000206864', '19183_9000212367', '19185_9000204298', '19195_9000174949', '19215_9000187593', '19232_9000174170', '20073_9000194910', '20101_9000197344', '20471_9000194826', '50037_9000200269', '50092_9000202584']","['10700_9000214797', '10857_9000215884', '10973_9000213283', '11018_9000214167', '11135_9000214230', '11212_9000214370', '11233_9000209955', '11335_9000214338', '11434_9000213556', '19044_9000214988', '19146_9000215466', '20213_9000216220', '20387_9000213430', '20493_9000213847', '29076_9000209241', '29267_9000213741']",0,0,[],,,0,0,True
125,16765,Neuherberg,['Neuherberg'],"['9608_9000192782', '10311_9000201291', '10559_9000190227', '10648_9000204456', '10653_9000187040', '11100_9000198822', '11225_9000207518', '11355_9000211260', '11438_9000190749', '19094_9000201540', '19120_9000202711', '19135_9000203789', '19137_9000209472', '19170_9000208504', '19325_9000196601', '20321_9000199055', '20335_9000202560', '20392_9000180668', '50115_9000204523']","['9096_9000214669', '10207_9000215316', '10272_9000216498', '10370_9000215956', '11229_9000213845', '11277_9000216190', '11348_9000217038', '11444_9000214725', '11460_9000214976', '19091_9000215408', '20019_9000214587', '20466_9000215969', '20471_9000215153', '29151_9000215166']",0,0,[],,,0,0,True
126,16766,Neuherberg,['Neuherberg'],"['10041_9000208776', '11420_9000188842', '11516_9000198275', '11536_9000188687', '11540_9000212271', '11562_9000205093', '18008_9000191217', '19167_9000163143', '19196_9000171845', '19197_9000204619', '19211_9000204631', '19238_9000202411', '20054_9000206414', '29043_9000200246', '20037_9000147381', '19173_9000202485', '20421_9000175642']","['9148_9000216912', '11363_9000215641', '11461_9000214812', '11477_9000216816', '19142_9000215801', '19192_9000215000', '19205_9000214681', '19232_9000216086', '19318_9000215245', '20073_9000216652', '20337_9000216555', '20500_9000216433', '20237_9000216278']",0,0,[],,,0,0,True
127,16767,Neuherberg,['Neuherberg'],"['9071_9000209362', '10210_9000197774', '10482_9000197611', '10560_9000211685', '11109_9000210275', '11417_9000210945', '11427_9000205451', '11447_9000205593', '19034_9000191153', '19250_9000207935', '19302_9000201142', '50024_9000211325', '50032_9000208451', '20586_9000195550']","['9292_9000217678', '10037_9000217295', '10653_9000216668', '10730_9000215732', '10737_9000216755', '11255_9000218581', '11266_9000217942', '11327_9000216063', '11360_9000217663', '11521_9000219074', '19094_9000216518', '19120_9000217002', '19170_9000216237', '19225_9000217536']",0,0,[],,,0,0,True
128,16768,Neuherberg,['Neuherberg'],"['9149_9000198816', '10114_9000184146', '10329_9000205774', '10377_9000211739', '10515_9000210524', '11369_9000196145', '11405_9000205741', '11523_9000208991', '19021_9000213561', '19065_9000168478', '20055_9000205738', '20070_9000198551', '20129_9000206630', '20519_9000191168', '20594_9000177971', '29048_9000202798', '29201_9000207777', '50134_9000208419', '73945_9000176941']","['9089_9000218089', '9310_9000217826', '10017_9000218403', '10041_9000218834', '10279_9000218027', '10387_9000218733', '10482_9000219288', '10738_9000217803', '11078_9000218906', '11274_9000217834', '11427_9000218450', '11447_9000218465', '11457_9000218632', '11505_9000217738', '19184_9000218622', '19185_9000217922', '19223_9000218327', '20321_9000219400', '20334_9000217171', '29015_9000218010', '29228_9000217570']",0,0,[],,,0,0,True
129,16769,Neuherberg,['Neuherberg'],"['9011_9000200524', '9295_9000192348', '10058_9000199484', '10112_9000180320', '10202_9000212744', '10218_9000210370', '10995_9000208640', '11432_9000184525', '11434_9000213556', '11504_9000205105', '19030_9000207910', '19182_9000167868', '20073_9000216652', '20187_9000204571', '73041_9000156261', '19225_9000217536', '73044_9000198228']","['9608_9000218679', '10001_9000218765', '10743_9000219339', '11271_9000218451', '11349_9000218792', '11417_9000218669', '11422_9000219380', '11516_9000221244', '11522_9000219912', '11523_9000221064', '19034_9000219883', '19197_9000219961', '19239_9000220363', '20335_9000220161', '20538_9000219283']",0,0,[],,,0,0,True
130,16770,Neuherberg,['Neuherberg'],"['4529_9000212021', '10054_9000209452', '10649_9000176441', '10739_9000207698', '11193_9000188282', '11201_9000203268', '11335_9000214338', '11430_9000213055', '19136_9000203744', '19252_9000202703', '19316_9000204790', '20093_9000207790', '20157_9000185846', '20265_9000198676', '20499_9000209670', '20501_9000187216', '29005_9000203936', '29117_9000196948', '29193_9000208680', '50035_9000204471', '50116_9000192966']","['9011_9000221007', '9346_9000219895', '10193_9000220252', '10329_9000220082', '11081_9000220747', '11345_9000220622', '11536_9000221321', '19065_9000220205', '19137_9000220733', '19182_9000215163', '19250_9000220892', '20187_9000219020', '20488_9000220636', '29043_9000221535', '29048_9000219979', '19189_9000220976']",0,0,[],,,0,0,True
131,16773,Neuherberg,['Neuherberg'],"['9053_9000211297', '9148_9000216912', '11135_9000214230', '11168_9000201165', '11249_9000201186', '11353_9000202054', '11423_9000201461', '11433_9000209022', '11542_9000197190', '19044_9000214988', '19091_9000215408', '19177_9000194058', '19245_9000204850', '20492_9000203270', '20537_9000186884', '19920_9000122096', '29084_9000180343']","['4312_9000224903', '10202_9000220818', '10451_9000221145', '10844_9000220589', '11201_9000222181', '11227_9000216495', '11322_9000221197', '11365_9000221906', '11405_9000221444', '11540_9000219943', '11568_9000216645', '19211_9000220016', '19302_9000220041', '20392_9000222262', '29193_9000222436', '29201_9000223585', '29271_9000219718']",0,0,[],,,0,0,True
132,16774,Neuherberg,['Neuherberg'],"['9074_9000206753', '10192_9000205226', '10293_9000212225', '10370_9000215956', '10563_9000206163', '10934_9000209174', '10970_9000207754', '11039_9000202459', '11154_9000187574', '11260_9000202171', '11263_9000207919', '11303_9000197948', '11389_9000212784', '11444_9000214725', '19155_9000197890', '19224_9000202525', '19239_9000220363', '19317_9000192129', '19323_9000209098', '20176_9000202463', '20387_9000213430', '29119_9000206950']","['4422_9000223599', '10259_9000221049', '10313_9000222339', '10560_9000222701', '10915_9000223858', '10995_9000222536', '11434_9000222673', '11504_9000222454', '19030_9000220516', '19136_9000222810', '19183_9000223637', '19196_9000220532', '19199_9000225365', '19325_9000222842', '20594_9000223227']",0,0,[],,,0,0,True
133,16775,Neuherberg,['Neuherberg'],"['8710_9000214877', '9011_9000221007', '10102_9000199355', '10134_9000208690', '10272_9000216498', '10305_9000179991', '10502_9000189259', '10971_9000202286', '11185_9000211257', '11215_9000194870', '11232_9000205721', '11412_9000213063', '19059_9000205481', '19185_9000217922', '19921_9000207297', '20019_9000214587', '20466_9000215969', '20517_9000208130', '20611_9000182678']","['9295_9000223722', '9600_9000220554', '10086_9000223676', '10210_9000224631', '10635_9000221470', '11430_9000224629', '11432_9000226028', '11490_9000226041', '19021_9000224401', '19177_9000224192', '19323_9000223997', '19920_9000223354', '20129_9000223638', '73947_9000221883']",0,0,[],,,0,0,True
134,16776,Neuherberg,['Neuherberg'],"['9009_9000211406', '10041_9000218834', '10081_9000209671', '10157_9000181188', '10350_9000187755', '10730_9000215732', '10740_9000209983', '11194_9000199361', '11246_9000205149', '11342_9000213114', '11550_9000185021', '19146_9000215466', '19159_9000202607', '20563_9000207237', '50137_9000210529', '29017_9000121539']","['9053_9000225191', '9074_9000225258', '9148_9000225494', '10208_9000224678', '10217_9000224861', '10495_9000224429', '10634_9000225491', '10649_9000224925', '10685_9000224869', '10913_9000224181', '11193_9000223495', '11260_9000225953', '11353_9000224450', '11389_9000225492', '11420_9000224794', '11446_9000225771', '20492_9000225055', '20501_9000224885', '20274_9000224835']",0,0,[],,,0,0,True
135,16777,Neuherberg,['Neuherberg'],"['9089_9000218089', '9096_9000214669', '10387_9000218733', '11356_9000204895', '11375_9000184505', '19150_9000207678']","['9011_9000226433', '10054_9000222477', '10112_9000225327', '10275_9000226359', '10378_9000226280', '10502_9000226133', '10563_9000222645', '10654_9000228298', '10955_9000226910', '11039_9000226749', '11135_9000226887', '11185_9000226094', '11232_9000226115', '11263_9000225971', '11412_9000226330', '11564_9000226277', '19044_9000226847', '19091_9000224415', '19201_9000227109', '19224_9000226250', '20019_9000226421', '20054_9000225949', '20073_9000225753', '20499_9000222611', '29086_9000227017', '50035_9000226566', '50119_9000226962', '5753_9000228295', '20037_9000225422', '29001_9000226953']",0,0,[],,,0,0,True
136,16778,Neuherberg,['Neuherberg'],"['9019_9000213044', '10514_9000210480', '10580_9000211042', '10737_9000216755', '10738_9000217803', '10789_9000211345', '11255_9000218581', '11259_9000185950', '11277_9000216190', '11330_9000212572', '11354_9000206574', '11360_9000217663', '11409_9000183606', '19120_9000217002', '19232_9000216086', '19248_9000199083', '20024_9000210758', '20035_9000210815', '20184_9000202606', '20260_9000196067', '20612_9000212558', '73043_9000189261', '20389_9000143833', '20076_9000170013']","['10293_9000227237', '10375_9000226709', '11055_9000226263', '11246_9000227161', '11375_9000228094', '19059_9000232474', '19072_9000226134', '19155_9000227154', '19231_9000227727', '19243_9000226892', '19316_9000227174', '19921_9000227176', '20389_9000229065', '73113_9000226832']",0,0,[],,,0,0,True
137,16779,Neuherberg,['Neuherberg'],"['9310_9000217826', '9346_9000219895', '9608_9000218679', '10700_9000214797', '11186_9000192948', '11266_9000217942', '11435_9000197695', '11436_9000177603', '11443_9000210671', '11505_9000217738', '19128_9000207005', '19158_9000203102', '19161_9000171656', '19197_9000219961', '19293_9000211233', '19318_9000215245', '20383_9000200641', '20471_9000215153', '29043_9000221535', '29136_9000187005', '29262_9000196323']","['10010_9000228484', '10041_9000228471', '10157_9000228413', '10188_9000227399', '10218_9000227952', '10970_9000226756', '10971_9000228175', '11277_9000228937', '11281_9000229681', '11330_9000228447', '11334_9000227997', '11342_9000227953', '11413_9000228679', '11550_9000228819', '19215_9000228270', '19317_9000228417', '20070_9000229698', '20563_9000228008', '20586_9000229051', '29203_9000227986', '20085_9000228381']",0,0,[],,,0,0,True
